"ID";"HGNC";"External Name"
"ENSSHAG00000000114";"ARRB2";"ARRB2"
"ENSSHAG00000000115";"HMGA1";"HMGA1"
"ENSSHAG00000000116";"NA";"NA"
"ENSSHAG00000000117";"NA";"NA"
"ENSSHAG00000000118";"BAZ2A";"BAZ2A"
"ENSSHAG00000000119";"GGA1";"GGA1"
"ENSSHAG00000000120";"NA";"NA"
"ENSSHAG00000000121";"KEL";"KEL"
"ENSSHAG00000000122";"PAN2";"PAN2"
"ENSSHAG00000000123";"NA";"NA"
"ENSSHAG00000000124";"NA";"NA"
"ENSSHAG00000000125";"CHPF2";"CHPF2"
"ENSSHAG00000000126";"NT5DC3";"NT5DC3"
"ENSSHAG00000000127";"NA";"NA"
"ENSSHAG00000000128";"NA";"NA"
"ENSSHAG00000000129";"PDGFC";"PDGFC"
"ENSSHAG00000000130";"NA";"NA"
"ENSSHAG00000000131";"FAU";"FAU"
"ENSSHAG00000000132";"MAN2B2";"MAN2B2"
"ENSSHAG00000000133";"NA";"NA"
"ENSSHAG00000000134";"TXK";"TXK"
"ENSSHAG00000000135";"MSMO1";"MSMO1"
"ENSSHAG00000000136";"RPL27A";"RPL27A"
"ENSSHAG00000000137";"NA";"NA"
"ENSSHAG00000000138";"SUV39H1";"SUV39H1"
"ENSSHAG00000000139";"NA";"NA"
"ENSSHAG00000000140";"GATA1";"GATA1"
"ENSSHAG00000000141";"NA";"NA"
"ENSSHAG00000000142";"NA";"NA"
"ENSSHAG00000000143";"NA";"NA"
"ENSSHAG00000000144";"ERH";"ERH"
"ENSSHAG00000000145";"NA";"NA"
"ENSSHAG00000000146";"NA";"NA"
"ENSSHAG00000000147";"NA";"NA"
"ENSSHAG00000000148";"NA";"NA"
"ENSSHAG00000000149";"AP2A1";"AP2A1"
"ENSSHAG00000000150";"NA";"NA"
"ENSSHAG00000000151";"PDHX";"PDHX"
"ENSSHAG00000000152";"ADAM2";"ADAM2"
"ENSSHAG00000000153";"PPP1R21";"PPP1R21"
"ENSSHAG00000000154";"UCHL3";"UCHL3"
"ENSSHAG00000000155";"NA";"NA"
"ENSSHAG00000000156";"GEMIN2";"GEMIN2"
"ENSSHAG00000000157";"PDZD4";"PDZD4"
"ENSSHAG00000000158";"ITSN2";"ITSN2"
"ENSSHAG00000000159";"NA";"NA"
"ENSSHAG00000000160";"NA";"NA"
"ENSSHAG00000000161";"NA";"NA"
"ENSSHAG00000000162";"TMEM71";"TMEM71"
"ENSSHAG00000000163";"PGP";"PGP"
"ENSSHAG00000000164";"NA";"NA"
"ENSSHAG00000000165";"NA";"NA"
"ENSSHAG00000000166";"BCL6B";"BCL6B"
"ENSSHAG00000000167";"OGG1";"OGG1"
"ENSSHAG00000000168";"NA";"NA"
"ENSSHAG00000000169";"NA";"NA"
"ENSSHAG00000000170";"TRIM10";"TRIM10"
"ENSSHAG00000000171";"NA";"NA"
"ENSSHAG00000000172";"NA";"NA"
"ENSSHAG00000000173";"PERM1";"PERM1"
"ENSSHAG00000000174";"BOK";"BOK"
"ENSSHAG00000000175";"NA";"NA"
"ENSSHAG00000000176";"NA";"NA"
"ENSSHAG00000000177";"SIGLEC1";"SIGLEC1"
"ENSSHAG00000000178";"NA";"NA"
"ENSSHAG00000000179";"NA";"NA"
"ENSSHAG00000000180";"NA";"NA"
"ENSSHAG00000000181";"ZCWPW1";"ZCWPW1"
"ENSSHAG00000000182";"IL22RA2";"IL22RA2"
"ENSSHAG00000000183";"NA";"NA"
"ENSSHAG00000000184";"NA";"NA"
"ENSSHAG00000000185";"NA";"NA"
"ENSSHAG00000000186";"SLC25A1";"SLC25A1"
"ENSSHAG00000000187";"SOCS1";"SOCS1"
"ENSSHAG00000000188";"DGKD";"DGKD"
"ENSSHAG00000000189";"NCAPH2";"NCAPH2"
"ENSSHAG00000000190";"NA";"NA"
"ENSSHAG00000000191";"CRELD2";"CRELD2"
"ENSSHAG00000000192";"NA";"NA"
"ENSSHAG00000000193";"NA";"NA"
"ENSSHAG00000000194";"EGFL7";"EGFL7"
"ENSSHAG00000000195";"ANKLE1";"ANKLE1"
"ENSSHAG00000000196";"NA";"NA"
"ENSSHAG00000000197";"NA";"NA"
"ENSSHAG00000000198";"NA";"NA"
"ENSSHAG00000000199";"CALM3";"CALM3"
"ENSSHAG00000000200";"NA";"NA"
"ENSSHAG00000000201";"NA";"NA"
"ENSSHAG00000000202";"GIPR";"GIPR"
"ENSSHAG00000000203";"NA";"NA"
"ENSSHAG00000000204";"C7orf72";"C7orf72"
"ENSSHAG00000000205";"NA";"NA"
"ENSSHAG00000000206";"MPND";"MPND"
"ENSSHAG00000000207";"NA";"NA"
"ENSSHAG00000000208";"NA";"NA"
"ENSSHAG00000000209";"NA";"NA"
"ENSSHAG00000000210";"NA";"NA"
"ENSSHAG00000000211";"NA";"NA"
"ENSSHAG00000000212";"NA";"NA"
"ENSSHAG00000000213";"NA";"NA"
"ENSSHAG00000000214";"NA";"NA"
"ENSSHAG00000000215";"BRSK2";"BRSK2"
"ENSSHAG00000000216";"NA";"NA"
"ENSSHAG00000000217";"NA";"NA"
"ENSSHAG00000000218";"NA";"NA"
"ENSSHAG00000000219";"CALB2";"CALB2"
"ENSSHAG00000000220";"ACTR2";"ACTR2"
"ENSSHAG00000000221";"NA";"NA"
"ENSSHAG00000000222";"NA";"NA"
"ENSSHAG00000000223";"PCP2";"PCP2"
"ENSSHAG00000000224";"NA";"NA"
"ENSSHAG00000000225";"ETNK2";"ETNK2"
"ENSSHAG00000000226";"LIN37";"LIN37"
"ENSSHAG00000000227";"CCR1";"CCR1"
"ENSSHAG00000000228";"NA";"NA"
"ENSSHAG00000000229";"NA";"NA"
"ENSSHAG00000000230";"SYCN";"SYCN"
"ENSSHAG00000000231";"PHLDA1";"PHLDA1"
"ENSSHAG00000000232";"SMCR8";"SMCR8"
"ENSSHAG00000000233";"NA";"NA"
"ENSSHAG00000000234";"NA";"NA"
"ENSSHAG00000000235";"NA";"NA"
"ENSSHAG00000000236";"NA";"NA"
"ENSSHAG00000000237";"IARS";"IARS"
"ENSSHAG00000000238";"NA";"NA"
"ENSSHAG00000000239";"NA";"NA"
"ENSSHAG00000000240";"NA";"NA"
"ENSSHAG00000000241";"IFNGR1";"IFNGR1"
"ENSSHAG00000000242";"NA";"NA"
"ENSSHAG00000000243";"NA";"NA"
"ENSSHAG00000000244";"DNAH1";"DNAH1"
"ENSSHAG00000000245";"NA";"NA"
"ENSSHAG00000000246";"NA";"NA"
"ENSSHAG00000000247";"SLC2A7";"SLC2A7"
"ENSSHAG00000000248";"SLC16A8";"SLC16A8"
"ENSSHAG00000000249";"NA";"NA"
"ENSSHAG00000000250";"JAG2";"JAG2"
"ENSSHAG00000000251";"KPTN";"KPTN"
"ENSSHAG00000000252";"KLK7";"KLK7"
"ENSSHAG00000000253";"CATSPERG";"CATSPERG"
"ENSSHAG00000000254";"SNX19";"SNX19"
"ENSSHAG00000000255";"NA";"NA"
"ENSSHAG00000000256";"NA";"NA"
"ENSSHAG00000000257";"TACSTD2";"TACSTD2"
"ENSSHAG00000000258";"NA";"NA"
"ENSSHAG00000000259";"NA";"NA"
"ENSSHAG00000000260";"NA";"NA"
"ENSSHAG00000000261";"NA";"NA"
"ENSSHAG00000000262";"TIRAP";"TIRAP"
"ENSSHAG00000000263";"NA";"NA"
"ENSSHAG00000000264";"NA";"NA"
"ENSSHAG00000000265";"NA";"NA"
"ENSSHAG00000000266";"NA";"NA"
"ENSSHAG00000000267";"NA";"NA"
"ENSSHAG00000000268";"NA";"NA"
"ENSSHAG00000000269";"NA";"NA"
"ENSSHAG00000000270";"RRAS";"RRAS"
"ENSSHAG00000000271";"EHBP1L1";"EHBP1L1"
"ENSSHAG00000000272";"NA";"NA"
"ENSSHAG00000000273";"NA";"NA"
"ENSSHAG00000000274";"TSPAN6";"TSPAN6"
"ENSSHAG00000000275";"NA";"NA"
"ENSSHAG00000000276";"RNFT2";"RNFT2"
"ENSSHAG00000000277";"NA";"NA"
"ENSSHAG00000000278";"ITGAM";"ITGAM"
"ENSSHAG00000000279";"NA";"NA"
"ENSSHAG00000000280";"NA";"NA"
"ENSSHAG00000000281";"NA";"NA"
"ENSSHAG00000000282";"NA";"NA"
"ENSSHAG00000000283";"NA";"NA"
"ENSSHAG00000000284";"NBEAL1";"NBEAL1"
"ENSSHAG00000000285";"NA";"NA"
"ENSSHAG00000000286";"NA";"NA"
"ENSSHAG00000000287";"NA";"NA"
"ENSSHAG00000000288";"STRA13";"STRA13"
"ENSSHAG00000000289";"TNNI3";"TNNI3"
"ENSSHAG00000000290";"NA";"NA"
"ENSSHAG00000000291";"MEGF8";"MEGF8"
"ENSSHAG00000000292";"NA";"NA"
"ENSSHAG00000000293";"UHRF1";"UHRF1"
"ENSSHAG00000000294";"NA";"NA"
"ENSSHAG00000000295";"NA";"NA"
"ENSSHAG00000000296";"POP1";"POP1"
"ENSSHAG00000000297";"NA";"NA"
"ENSSHAG00000000298";"NA";"NA"
"ENSSHAG00000000299";"NA";"NA"
"ENSSHAG00000000300";"DYNLL1";"DYNLL1"
"ENSSHAG00000000301";"UBXN6";"UBXN6"
"ENSSHAG00000000302";"NA";"NA"
"ENSSHAG00000000303";"SBF1";"SBF1"
"ENSSHAG00000000304";"MRGPRD";"MRGPRD"
"ENSSHAG00000000305";"NA";"NA"
"ENSSHAG00000000306";"NA";"NA"
"ENSSHAG00000000307";"CHAF1A";"CHAF1A"
"ENSSHAG00000000308";"NA";"NA"
"ENSSHAG00000000309";"CENPP";"CENPP"
"ENSSHAG00000000310";"NA";"NA"
"ENSSHAG00000000312";"FN3KRP";"FN3KRP"
"ENSSHAG00000000313";"C12orf73";"C12orf73"
"ENSSHAG00000000314";"NA";"NA"
"ENSSHAG00000000315";"NA";"NA"
"ENSSHAG00000000316";"NA";"NA"
"ENSSHAG00000000317";"UGT1A6";"UGT1A6"
"ENSSHAG00000000318";"NA";"NA"
"ENSSHAG00000000319";"NA";"NA"
"ENSSHAG00000000320";"NA";"NA"
"ENSSHAG00000000321";"NA";"NA"
"ENSSHAG00000000322";"SPECC1L";"SPECC1L"
"ENSSHAG00000000323";"NA";"NA"
"ENSSHAG00000000324";"MTFP1";"MTFP1"
"ENSSHAG00000000325";"NA";"NA"
"ENSSHAG00000000326";"NA";"NA"
"ENSSHAG00000000327";"PRX";"PRX"
"ENSSHAG00000000328";"PIN4";"PIN4"
"ENSSHAG00000000329";"OXGR1";"OXGR1"
"ENSSHAG00000000330";"MRPL3";"MRPL3"
"ENSSHAG00000000331";"NA";"NA"
"ENSSHAG00000000332";"NA";"NA"
"ENSSHAG00000000333";"NA";"NA"
"ENSSHAG00000000334";"NA";"NA"
"ENSSHAG00000000335";"NA";"NA"
"ENSSHAG00000000336";"FAM63B";"FAM63B"
"ENSSHAG00000000337";"NA";"NA"
"ENSSHAG00000000338";"NA";"NA"
"ENSSHAG00000000339";"NA";"NA"
"ENSSHAG00000000340";"NA";"NA"
"ENSSHAG00000000341";"DHX34";"DHX34"
"ENSSHAG00000000342";"ABCF2";"ABCF2"
"ENSSHAG00000000343";"ALOX12";"ALOX12"
"ENSSHAG00000000344";"NA";"NA"
"ENSSHAG00000000345";"YIPF4";"YIPF4"
"ENSSHAG00000000346";"MCM6";"MCM6"
"ENSSHAG00000000347";"NA";"NA"
"ENSSHAG00000000348";"PPP2R4";"PPP2R4"
"ENSSHAG00000000349";"NA";"NA"
"ENSSHAG00000000350";"NEK11";"NEK11"
"ENSSHAG00000000351";"NA";"NA"
"ENSSHAG00000000352";"NA";"NA"
"ENSSHAG00000000353";"EBF3";"EBF3"
"ENSSHAG00000000354";"NA";"NA"
"ENSSHAG00000000355";"NA";"NA"
"ENSSHAG00000000356";"NA";"NA"
"ENSSHAG00000000357";"NA";"NA"
"ENSSHAG00000000358";"NA";"NA"
"ENSSHAG00000000359";"NA";"NA"
"ENSSHAG00000000360";"PTPRE";"PTPRE"
"ENSSHAG00000000361";"POLA2";"POLA2"
"ENSSHAG00000000362";"NA";"NA"
"ENSSHAG00000000363";"NA";"NA"
"ENSSHAG00000000364";"ZFAND2A";"ZFAND2A"
"ENSSHAG00000000365";"NA";"NA"
"ENSSHAG00000000366";"FCAR";"FCAR"
"ENSSHAG00000000367";"NA";"NA"
"ENSSHAG00000000368";"NA";"NA"
"ENSSHAG00000000369";"NA";"NA"
"ENSSHAG00000000370";"NA";"NA"
"ENSSHAG00000000371";"RELL1";"RELL1"
"ENSSHAG00000000372";"SF3B3";"SF3B3"
"ENSSHAG00000000373";"NA";"NA"
"ENSSHAG00000000374";"NA";"NA"
"ENSSHAG00000000375";"SLC25A22";"SLC25A22"
"ENSSHAG00000000376";"NA";"NA"
"ENSSHAG00000000377";"CORIN";"CORIN"
"ENSSHAG00000000378";"RRN3";"RRN3"
"ENSSHAG00000000379";"NA";"NA"
"ENSSHAG00000000380";"NA";"NA"
"ENSSHAG00000000381";"NA";"NA"
"ENSSHAG00000000382";"NA";"NA"
"ENSSHAG00000000383";"NA";"NA"
"ENSSHAG00000000384";"NA";"NA"
"ENSSHAG00000000385";"NA";"NA"
"ENSSHAG00000000386";"NA";"NA"
"ENSSHAG00000000387";"GLIPR1L2";"GLIPR1L2"
"ENSSHAG00000000388";"NA";"NA"
"ENSSHAG00000000389";"NA";"NA"
"ENSSHAG00000000390";"MRPL49";"MRPL49"
"ENSSHAG00000000391";"NA";"NA"
"ENSSHAG00000000392";"KCNQ2";"KCNQ2"
"ENSSHAG00000000393";"NA";"NA"
"ENSSHAG00000000394";"TWSG1";"TWSG1"
"ENSSHAG00000000395";"NA";"NA"
"ENSSHAG00000000396";"NA";"NA"
"ENSSHAG00000000397";"NA";"NA"
"ENSSHAG00000000398";"OMD";"OMD"
"ENSSHAG00000000399";"NA";"NA"
"ENSSHAG00000000400";"CYP46A1";"CYP46A1"
"ENSSHAG00000000401";"OR4D6";"OR4D6"
"ENSSHAG00000000402";"TFR2";"TFR2"
"ENSSHAG00000000403";"CCKAR";"CCKAR"
"ENSSHAG00000000404";"NA";"NA"
"ENSSHAG00000000405";"NA";"NA"
"ENSSHAG00000000406";"RPL18A";"RPL18A"
"ENSSHAG00000000407";"DOCK8";"DOCK8"
"ENSSHAG00000000408";"NA";"NA"
"ENSSHAG00000000409";"NA";"NA"
"ENSSHAG00000000410";"NA";"NA"
"ENSSHAG00000000411";"NA";"NA"
"ENSSHAG00000000412";"NA";"NA"
"ENSSHAG00000000413";"APOF";"APOF"
"ENSSHAG00000000414";"RNASEK";"RNASEK"
"ENSSHAG00000000415";"NA";"NA"
"ENSSHAG00000000416";"NA";"NA"
"ENSSHAG00000000417";"AGR3";"AGR3"
"ENSSHAG00000000418";"SYTL4";"SYTL4"
"ENSSHAG00000000419";"NA";"NA"
"ENSSHAG00000000420";"NA";"NA"
"ENSSHAG00000000421";"DHX37";"DHX37"
"ENSSHAG00000000422";"KISS1";"KISS1"
"ENSSHAG00000000423";"NA";"NA"
"ENSSHAG00000000424";"NA";"NA"
"ENSSHAG00000000425";"ANKS4B";"ANKS4B"
"ENSSHAG00000000426";"NA";"NA"
"ENSSHAG00000000427";"NA";"NA"
"ENSSHAG00000000428";"NA";"NA"
"ENSSHAG00000000429";"OSBPL1A";"OSBPL1A"
"ENSSHAG00000000430";"NA";"NA"
"ENSSHAG00000000431";"TIMELESS";"TIMELESS"
"ENSSHAG00000000432";"OSBPL8";"OSBPL8"
"ENSSHAG00000000433";"NA";"NA"
"ENSSHAG00000000434";"NA";"NA"
"ENSSHAG00000000435";"NA";"NA"
"ENSSHAG00000000436";"NA";"NA"
"ENSSHAG00000000437";"NA";"NA"
"ENSSHAG00000000438";"NA";"NA"
"ENSSHAG00000000439";"NA";"NA"
"ENSSHAG00000000440";"NA";"NA"
"ENSSHAG00000000441";"NA";"NA"
"ENSSHAG00000000442";"NA";"NA"
"ENSSHAG00000000443";"NA";"NA"
"ENSSHAG00000000444";"NA";"NA"
"ENSSHAG00000000445";"NA";"NA"
"ENSSHAG00000000446";"NA";"NA"
"ENSSHAG00000000447";"GAS2L2";"GAS2L2"
"ENSSHAG00000000448";"NA";"NA"
"ENSSHAG00000000449";"ESF1";"ESF1"
"ENSSHAG00000000450";"MOV10";"MOV10"
"ENSSHAG00000000451";"NA";"NA"
"ENSSHAG00000000452";"MARCH6";"MARCH6"
"ENSSHAG00000000453";"NA";"NA"
"ENSSHAG00000000454";"NA";"NA"
"ENSSHAG00000000455";"NA";"NA"
"ENSSHAG00000000456";"NA";"NA"
"ENSSHAG00000000457";"NA";"NA"
"ENSSHAG00000000458";"NA";"NA"
"ENSSHAG00000000459";"NA";"NA"
"ENSSHAG00000000460";"SLC30A10";"SLC30A10"
"ENSSHAG00000000461";"NA";"NA"
"ENSSHAG00000000462";"NA";"NA"
"ENSSHAG00000000463";"FAM213B";"FAM213B"
"ENSSHAG00000000464";"RHAG";"RHAG"
"ENSSHAG00000000465";"ERBB2IP";"ERBB2IP"
"ENSSHAG00000000466";"NA";"NA"
"ENSSHAG00000000467";"BDH2";"BDH2"
"ENSSHAG00000000468";"MSH2";"MSH2"
"ENSSHAG00000000469";"NA";"NA"
"ENSSHAG00000000470";"NA";"NA"
"ENSSHAG00000000471";"NA";"NA"
"ENSSHAG00000000472";"BMX";"BMX"
"ENSSHAG00000000473";"NA";"NA"
"ENSSHAG00000000474";"NA";"NA"
"ENSSHAG00000000475";"NA";"NA"
"ENSSHAG00000000476";"RAD51B";"RAD51B"
"ENSSHAG00000000477";"NA";"NA"
"ENSSHAG00000000478";"NA";"NA"
"ENSSHAG00000000479";"NA";"NA"
"ENSSHAG00000000480";"NA";"NA"
"ENSSHAG00000000481";"CDT1";"CDT1"
"ENSSHAG00000000482";"PPP2R1A";"PPP2R1A"
"ENSSHAG00000000483";"NA";"NA"
"ENSSHAG00000000484";"NA";"NA"
"ENSSHAG00000000485";"CRYZ";"CRYZ"
"ENSSHAG00000000486";"MTMR1";"MTMR1"
"ENSSHAG00000000487";"NA";"NA"
"ENSSHAG00000000488";"NA";"NA"
"ENSSHAG00000000489";"NA";"NA"
"ENSSHAG00000000490";"NA";"NA"
"ENSSHAG00000000491";"NA";"NA"
"ENSSHAG00000000492";"NA";"NA"
"ENSSHAG00000000493";"NA";"NA"
"ENSSHAG00000000494";"NA";"NA"
"ENSSHAG00000000495";"SRD5A2";"SRD5A2"
"ENSSHAG00000000496";"NA";"NA"
"ENSSHAG00000000497";"NA";"NA"
"ENSSHAG00000000498";"NA";"NA"
"ENSSHAG00000000499";"NA";"NA"
"ENSSHAG00000000500";"PFDN4";"PFDN4"
"ENSSHAG00000000501";"FUNDC1";"FUNDC1"
"ENSSHAG00000000502";"NA";"NA"
"ENSSHAG00000000503";"EFCAB13";"EFCAB13"
"ENSSHAG00000000504";"NA";"NA"
"ENSSHAG00000000505";"TOMM40";"TOMM40"
"ENSSHAG00000000506";"NA";"NA"
"ENSSHAG00000000507";"FANCM";"FANCM"
"ENSSHAG00000000508";"STAT2";"STAT2"
"ENSSHAG00000000509";"NA";"NA"
"ENSSHAG00000000510";"ASPN";"ASPN"
"ENSSHAG00000000511";"NA";"NA"
"ENSSHAG00000000512";"NA";"NA"
"ENSSHAG00000000513";"NA";"NA"
"ENSSHAG00000000514";"NA";"NA"
"ENSSHAG00000000515";"NA";"NA"
"ENSSHAG00000000516";"ECHDC2";"ECHDC2"
"ENSSHAG00000000517";"NA";"NA"
"ENSSHAG00000000518";"SLC22A16";"SLC22A16"
"ENSSHAG00000000519";"MAP3K6";"MAP3K6"
"ENSSHAG00000000520";"NA";"NA"
"ENSSHAG00000000521";"SLC39A9";"SLC39A9"
"ENSSHAG00000000522";"CCDC88A";"CCDC88A"
"ENSSHAG00000000523";"DLG3";"DLG3"
"ENSSHAG00000000524";"TRPA1";"TRPA1"
"ENSSHAG00000000525";"SYT14";"SYT14"
"ENSSHAG00000000526";"MIPOL1";"MIPOL1"
"ENSSHAG00000000527";"NA";"NA"
"ENSSHAG00000000528";"NA";"NA"
"ENSSHAG00000000529";"NA";"NA"
"ENSSHAG00000000530";"NA";"NA"
"ENSSHAG00000000531";"NA";"NA"
"ENSSHAG00000000532";"NA";"NA"
"ENSSHAG00000000533";"HLTF";"HLTF"
"ENSSHAG00000000534";"DSE";"DSE"
"ENSSHAG00000000535";"NA";"NA"
"ENSSHAG00000000536";"NA";"NA"
"ENSSHAG00000000537";"NA";"NA"
"ENSSHAG00000000538";"BTD";"BTD"
"ENSSHAG00000000539";"NUDCD1";"NUDCD1"
"ENSSHAG00000000540";"NA";"NA"
"ENSSHAG00000000541";"NA";"NA"
"ENSSHAG00000000542";"NA";"NA"
"ENSSHAG00000000543";"NA";"NA"
"ENSSHAG00000000544";"NA";"NA"
"ENSSHAG00000000545";"NA";"NA"
"ENSSHAG00000000546";"NA";"NA"
"ENSSHAG00000000547";"NA";"NA"
"ENSSHAG00000000548";"GPD1L";"GPD1L"
"ENSSHAG00000000549";"NA";"NA"
"ENSSHAG00000000550";"NA";"NA"
"ENSSHAG00000000551";"NA";"NA"
"ENSSHAG00000000552";"NA";"NA"
"ENSSHAG00000000553";"NA";"NA"
"ENSSHAG00000000554";"NA";"NA"
"ENSSHAG00000000555";"TMEM169";"TMEM169"
"ENSSHAG00000000556";"CTR9";"CTR9"
"ENSSHAG00000000557";"TLK2";"TLK2"
"ENSSHAG00000000558";"NA";"NA"
"ENSSHAG00000000559";"NA";"NA"
"ENSSHAG00000000560";"NA";"NA"
"ENSSHAG00000000561";"NA";"NA"
"ENSSHAG00000000562";"NA";"NA"
"ENSSHAG00000000563";"MYDGF";"MYDGF"
"ENSSHAG00000000564";"NA";"NA"
"ENSSHAG00000000565";"NA";"NA"
"ENSSHAG00000000566";"NA";"NA"
"ENSSHAG00000000567";"NA";"NA"
"ENSSHAG00000000568";"C9orf84";"C9orf84"
"ENSSHAG00000000569";"ZC4H2";"ZC4H2"
"ENSSHAG00000000570";"NA";"NA"
"ENSSHAG00000000571";"NA";"NA"
"ENSSHAG00000000572";"DYSF";"DYSF"
"ENSSHAG00000000573";"NA";"NA"
